번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소
1367,082210,옵트론텍,032703,사진장비 및 광학기기 제조업,"22,560,627","11,280,313,500",500,원(KRW),(042)360-1510,경상남도 창원시 의창구 평산로8번길 19-15 (팔용동)
1368,109080,옵티시스,032604,통신 및 방송 장비 제조업,"5,636,000","2,818,000,000",500,원(KRW),031-719-8033,"경기도 성남시 분당구 정자일로 166 ,7층(정자동SPG Dream 빌딩) "
1369,153710,옵티팜,032103,의료용품 및 기타 의약 관련제품 제조업,"14,217,258","7,108,629,000",500,원(KRW),043-249-7500,충청북도 청주시 흥덕구 오송읍 오송생명6로 63 
1370,052770,와이디온라인,105802,소프트웨어 개발 및 공급업,"31,423,394","15,711,697,000",500,원(KRW),02-3475-2900,서울특별시 강남구  학동로97길 20 
1371,057030,와이비엠넷,168507,교육지원 서비스업,"16,312,697","8,156,348,500",500,원(KRW),(02) 2008-5200,"경기도 성남시 분당구 대왕판교로 670 유스페이스2 A동 8,9층 "
1372,122990,와이솔,032602,전자부품 제조업,"24,156,941","12,078,470,500",500,원(KRW),070-7837-6240,경기도 오산시 가장로 531-7(가장동) 
1373,232140,와이아이케이,032902,특수 목적용 기계 제조업,"61,788,456","6,178,845,600",100,원(KRW),031-8038-8200,"경기도 성남시 분당구 판교로255번길 28 (삼평동, 디에이치케이솔루션빌딩 7층)"
1374,067900,와이엔텍,053802,폐기물 처리업,"18,199,659","9,099,829,500",500,원(KRW),061-690-6933,전라남도 여수시  여수산단로 1232 
1375,155650,와이엠씨,032602,전자부품 제조업,"19,974,358","9,987,179,000",500,원(KRW),041-538-5200,충청남도 아산시  둔포면 아산밸리중앙로 154-25 
1376,251370,와이엠티,032001,기초 화학물질 제조업,"7,405,200","3,702,600,000",500,원(KRW),032-821-8277,"인천광역시 남동구 남동동로153번길 30(고잔동, 남동공단) "
1377,066430,와이오엠,074607,기타 전문 도매업,"11,563,534","5,781,767,000",500,원(KRW),051-972-7175,부산광역시 강서구 호계로145번길 36 (죽동동) 주식회사 와이오엠 
1378,193250,와이제이엠게임즈,032602,전자부품 제조업,"45,636,595","4,563,659,500",100,원(KRW),02-591-1310,서울특별시 강남구 테헤란로77길 11-9 삼성타워 8층 
1379,019210,와이지-원,032509,기타 금속 가공제품 제조업,"30,506,398","15,253,199,000",500,원(KRW),032 -526 -0909,인천 부평구 청천동 68번지 
1380,122870,와이지엔터테인먼트,105902,오디오물 출판 및 원판 녹음업,"18,185,709","9,092,854,500",500,원(KRW),02-3142-1104,서울특별시 마포구  희우정로1길 3 
1381,079000,와토스코리아,032202,플라스틱제품 제조업,"7,200,000","3,600,000,000",500,원(KRW),061-392-3685,전라남도 장성군  동화면 전자농공단지1길 31 
1382,070960,용평리조트,095501,일반 및 생활 숙박시설 운영업,"48,133,333","240,666,665,000","5,000",원(KRW),033-330-8350,강원도 평창군  대관령면 올림픽로 715 
1383,114630,우노앤컴퍼니,032005,화학섬유 제조업,"13,573,965","6,886,982,500",500,원(KRW),063-261-7555,전라북도 완주군  봉동읍 완주산단3로 158-15 우노앤컴퍼니 
1384,316140,우리금융지주,116409,기타 금융업,"680,164,306","3,400,821,530,000","5,000",원(KRW),02-2125-2000,서울특별시 중구 소공로 51 
1385,032820,우리기술,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","85,399,992","42,699,996,000",500,원(KRW),02  -2102-5100,"서울특별시 마포구 월드컵북로56길 9 4층(상암동, 우리기술빌딩)"
1386,041190,우리기술투자,116409,기타 금융업,"84,000,000","42,000,000,000",500,원(KRW),02-2008-3100,서울특별시 강남구  테헤란로 522 
1387,115440,우리넷,032604,통신 및 방송 장비 제조업,"6,365,710","3,182,855,000",500,원(KRW),031-276-5101,경기도 안양시 동안구 시민대로 353(관양동) 
1388,004720,우리들제약,032102,의약품 제조업,"11,570,324","5,785,162,000",500,원(KRW),02-2194-3532,경기 화성시 향남면 상신리 향남제약공단 902-5
1389,118000,우리들휴브레인,074605,기계장비 및 관련 물품 도매업,"24,298,019","12,149,009,500",500,원(KRW),2194-3535,"경기도 화성시 병점중앙로 156 202호(진안동, 드림빌딩)"
1390,046970,우리로,032604,통신 및 방송 장비 제조업,"24,791,119","12,395,559,500",500,원(KRW),062-602-8100,광주광역시 광산구  평동산단6번로 102-22 
1391,215360,우리산업,033003,자동차 신품 부품 제조업,"9,132,163","4,566,081,500",500,원(KRW),031-201-6522,경기도 용인시 기흥구 지삼로 89 
1392,072470,우리산업홀딩스,116409,기타 금융업,"18,887,341","9,443,670,500",500,원(KRW),031)201-6522,경기도 용인시 기흥구 지삼로 89 
1393,073560,우리손에프앤지,031001,"도축, 육류 가공 및 저장 처리업","69,237,643","34,618,821,500",500,원(KRW),041-563-1055,전라남도 나주시 반남면 장송길 73 
1394,153490,우리이앤엘,032601,반도체 제조업,"49,900,000","24,950,000,000",500,원(KRW),031-599-3143,경기도 안산시 단원구  성곡로 79 
1395,082850,우리이티아이,032804,전구 및 조명장치 제조업,"41,518,621","20,759,310,500",500,원(KRW),031-494-8828,"경기도 안산시 단원구 성곡로 79 (성곡동,608블럭30롯트)"
1396,037400,우리조명,032804,전구 및 조명장치 제조업,"24,923,346","12,461,673,000",500,원(KRW),031 -492 -1012,경기도 안산시 단원구  성곡로 79 
1397,010050,우리종금,116409,기타 금융업,"674,203,406","337,101,703,000",500,원(KRW),062-221-6600,광주광역시 동구 금남로 182 (금남로5가)
1398,101170,우림기계,032901,일반 목적용 기계 제조업,"13,500,000","6,750,000,000",500,원(KRW),055-260-0300,경상남도 창원시 성산구  남면로 613 우림기계 
1399,006980,우성사료,031006,"곡물가공품, 전분 및 전분제품 제조업","30,900,000","15,450,000,000",500,원(KRW),042-670-1724,대전광역시 대덕구 한밭대로 1027 
1400,066590,우수AMS,033003,자동차 신품 부품 제조업,"24,694,303","12,347,151,500",500,원(KRW),(055)2745011,경남 창원시 신촌동 192-4번지 
1401,017370,우신시스템,032902,특수 목적용 기계 제조업,"18,314,054","9,157,027,000",500,원(KRW),031-496-6114,서울특별시 영등포구  영등포로 20 
1402,046940,우원개발,064201,기반조성 및 시설물 축조관련 전문공사업,"17,124,677","8,562,338,500",500,원(KRW),02-3490-1996,서울특별시 서초구 강남대로 279 백향빌딩 8층 
1403,215380,우정바이오,137001,자연과학 및 공학 연구개발업,"25,109,711","2,510,971,100",100,원(KRW),031-888-9369,경기도 수원시 영통구 광교로 145 차세대융합기술원 B동 3층
1404,065680,우주일렉트로,032602,전자부품 제조업,"9,934,220","4,967,110,000",500,원(KRW),031-371-3700,경기도 화성시  양감면 초록로532번길 61 
1405,105840,우진,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","17,563,183","8,781,591,500",500,원(KRW),031-379-3114,경기도 화성시 동부대로970번길 110 
1406,018620,우진비앤지,032102,의약품 제조업,"16,217,013","8,108,506,500",500,원(KRW),02)795-2361,경기도 화성시 양감면 정문송산로 230 
1407,010400,우진아이엔에스,064202,건물설비 설치 공사업,"7,622,000","3,811,000,000",500,원(KRW),02-535-7050,서울특별시 서초구 방배로 166 한승빌딩 3층 
1408,049800,우진플라임,032902,특수 목적용 기계 제조업,"10,000,000","5,000,000,000",500,원(KRW),043-540-9000,충청북도 보은군 장안면 우진플라임로 100 본관동
1409,016880,웅진,116409,기타 금융업,"74,166,668","39,333,334,000",500,원(KRW),02-2076-4701,서울특별시 종로구 창경궁로 120 종로플레이스빌딩
1410,095720,웅진씽크빅,168501,초등 교육기관,"76,621,165","38,310,582,500",500,원(KRW),031-956-7000,경기도 파주시  회동길 20 
1411,103130,웅진에너지,032601,반도체 제조업,"30,947,322","154,736,610,000","5,000",원(KRW),042-939-8114,대전광역시 유성구  테크노2로 37 (관평동)
1412,005820,원림,031303,편조원단 제조업,"2,200,000","11,000,000,000","5,000",원(KRW),02-523-9236,서울특별시 서초구  남부순환로 2495 원림빌딩 9층 
1413,032940,원익,074605,기계장비 및 관련 물품 도매업,"17,934,432","8,967,216,000",500,원(KRW),02  -555 -4939,경기도 성남시 분당구 판교로255번길 20 원익빌딩 
1414,240810,원익IPS,032902,특수 목적용 기계 제조업,"41,273,436","20,636,718,000",500,원(KRW),031-8047-7222,경기도 평택시 진위면 진위산단로 75 
1415,074600,원익QnC,032301,유리 및 유리제품 제조업,"26,288,000","13,144,000,000",500,원(KRW),054-472-6138,경북 구미시 구포동 637 
1416,104830,원익머트리얼즈,032001,기초 화학물질 제조업,"12,608,000","6,304,000,000",500,원(KRW),043-210-4600,충청북도 청주시 청원구 오창읍 양청3길 30 -
1417,014190,원익큐브,074607,기타 전문 도매업,"35,399,906","17,699,953,000",500,원(KRW),02-530-8800,경기도 성남시 분당구  판교로255번길 20 원익빌딩
1418,123100,원익테라세미콘,032902,특수 목적용 기계 제조업,"11,303,840","5,651,920,000",500,원(KRW),031-831-2500,경기도 화성시  동탄면 경기동로 267-24 
1419,030530,원익홀딩스,116409,기타 금융업,"77,237,981","38,618,990,500",500,원(KRW),031-659-2389,"경기도 평택시 칠괴길 78-40 78-40, Chilgoe-gil, Pyeongtaek-si, Gyeonggi-
do, Korea "
1420,012620,원일특강,032401,1차 철강 제조업,"4,400,000","2,200,000,000",500,원(KRW),031-434-1221,"경기도 시흥시  공단2대로256번길 4 (정왕동, 시화공단3바104)"
1421,216280,원텍,032701,의료용 기기 제조업,"3,990,000","1,995,000,000",500,원(KRW),042-934-6802,대전광역시 유성구 테크노8로 64(용산동) 
1422,008370,원풍,032202,플라스틱제품 제조업,"12,000,000","6,000,000,000",500,원(KRW),02-3665-5321,서울특별시 강서구 공항대로 343 원풍빌딩 9층
1423,008290,원풍물산,031401,봉제의복 제조업,"38,391,781","19,195,890,500",500,원(KRW),02-569-0433(#310),인천 서구 가좌동 539-3 
1424,101160,월덱스,032602,전자부품 제조업,"16,510,993","8,255,496,500",500,원(KRW),054-456-9980,경상북도 구미시  4공단로7길 53-77 
1425,095270,웨이브일렉트로,032604,통신 및 방송 장비 제조업,"10,798,868","5,399,434,000",500,원(KRW),031-269-0010,경기 수원시 권선구 서둔동 14-10 
1426,010600,웰바이오텍,074601,상품 중개업,"38,931,007","19,465,503,500",500,원(KRW),02-6902-1300,서울특별시 강남구 영동대로106길 17 5층
1427,065950,웰크론,031302,직물직조 및 직물제품 제조업,"25,929,499","12,964,749,500",500,원(KRW),(02)2107-6600,서울특별시 구로구 디지털로27길 12 주식회사 웰크론
1428,114190,웰크론강원,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","15,366,896","7,683,448,000",500,원(KRW),031-358-7683,경기도 화성시  장안면 포승장안로 919-18 
1429,076080,웰크론한텍,064101,건물 건설업,"19,362,573","9,681,286,500",500,원(KRW),031-350-8900,경기도 화성시  향남읍 발안공단로 92-36 
1430,196700,웹스,032002,합성고무 및 플라스틱 물질 제조업,"13,698,476","6,849,238,000",500,원(KRW),051-896-6390,부산광역시 해운대구 센텀동로 45 901호
1431,069080,웹젠,105802,소프트웨어 개발 및 공급업,"35,310,884","17,655,442,000",500,원(KRW),031-627-6600,"경기도 성남시 분당구 판교로 242
(삼평동, 판교디지털콘텐츠파크 B동) "
1432,053580,웹케시,105802,소프트웨어 개발 및 공급업,"6,630,322","3,315,161,000",500,원(KRW),02-784-1690,서울특별시 영등포구 영신로 220 KnK 디지털타워 20층 
1433,044340,위닉스,032805,가정용 기기 제조업,"17,873,425","8,936,712,500",500,원(KRW),031 -499 -5085,경기도 시흥시 공단1대로 295(정왕동) 시화공단 3나 607호
1434,112040,위메이드,105802,소프트웨어 개발 및 공급업,"16,800,000","8,680,000,000",500,원(KRW),02-3709-2000,"
경기도 성남시 분당구 대왕판교로 644번길 49
(삼평동 코리아벤처타운 업무시설비블럭 아이레보타워)
  "
1435,065370,위세아이텍,105802,소프트웨어 개발 및 공급업,"3,400,000","1,700,000,000",500,원(KRW),02-6246-1400,경기도 성남시 분당구 판교로 253 이노벨리C동 5층 
1436,140660,위월드,032604,통신 및 방송 장비 제조업,"2,487,252","1,243,626,000",500,원(KRW),042-630-0600,대전광역시 유성구  테크노7로 32-4 (용산동)
1437,038620,위즈코프,074707,연료 소매업,"38,830,772","19,415,386,000",500,원(KRW),02-2007-0300,"서울특별시 강남구  봉은사로 429 , 8층 ( 삼성동, 위즈빌딩) "
1438,299900,위지윅스튜디오,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","8,798,060","4,399,030,000",500,원(KRW),02-749-0507,서울특별시 강남구 봉은사로22길 47 &nbsp;
1439,036090,위지트,032902,특수 목적용 기계 제조업,"72,749,313","36,374,656,500",500,원(KRW),032-820-9900,"인천광역시 남동구 남동서로 187 (고잔동, 58B/5L)"
1440,136540,윈스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","12,088,063","6,044,031,500",500,원(KRW),031-622-8600,경기도 성남시 분당구 판교로228번길 15 (삼평동) 판교세븐벤처밸리 윈스동 
1441,097800,윈팩,032601,반도체 제조업,"36,083,249","18,041,624,500",500,원(KRW),031-8020-4400,경기도 용인시 처인구  백암면 청강가창로 50 
1442,192390,윈하이텍,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","9,863,089","4,931,544,500",500,원(KRW),02-854-2818,충청북도 음성군 삼성면 하이텍산단로 99 &nbsp
1443,008600,윌비스,074604,생활용품 도매업,"57,000,000","62,646,140,000","1,000",원(KRW),041-529-5716,충청남도 천안시 동남구  만남로 76 
1444,900340,윙입푸드,116409,기타 금융업,"40,409,095","188,030,868",0,홍콩달러(HKD),86-760-23215457,"17/F WINSAN TOWER, 98 THOMSON ROAD, WANCHAI, HK "
1445,033270,유나이티드,032102,의약품 제조업,"16,207,322","8,103,661,000",500,원(KRW),02  -516 -3041,세종특별자치시 전동면 노장리 404-10 
1446,014830,유니드,032001,기초 화학물질 제조업,"8,889,843","44,449,215,000","5,000",원(KRW),02-3709-9500,서울특별시 중구  을지로5길 19 
1447,036200,유니셈,032902,특수 목적용 기계 제조업,"30,664,223","15,332,111,500",500,원(KRW),031-379-5800,경기도 화성시 동탄면 장지남길 10-7 
1448,018000,유니슨,032901,일반 목적용 기계 제조업,"93,600,606","46,800,303,000",500,원(KRW),02  -528 -8777,경상남도 사천시 사남면 해안산업로 513 -
1449,000910,유니온,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","15,611,619","7,805,809,500",500,원(KRW),02-3455-8793,서울특별시 중구  소공로 94 OCI빌딩 13층
1450,047400,유니온머티리얼,032302,"내화, 비내화 요업제품 제조업","42,000,000","21,000,000,000",500,원(KRW),055-580-4135,대구광역시 달서구  성서공단남로 151 
1451,203450,유니온커뮤니티,032604,통신 및 방송 장비 제조업,"14,679,007","7,339,503,500",500,원(KRW),02-6488-3127,서울특별시 송파구 법원로 127 문정대명벨리온 12층 
1452,011330,유니켐,031501,"가죽, 가방 및 유사제품 제조업","60,370,076","30,185,038,000",500,원(KRW),031-491-3751,경기도 안산시 단원구 해봉로 38 
1453,077500,유니퀘스트,074605,기계장비 및 관련 물품 도매업,"27,190,652","13,595,326,000",500,원(KRW),031-708-9988,"경기도 성남시 분당구  황새울로 314 (서현동,유니퀘스트빌딩)"
1454,011320,유니크,033003,자동차 신품 부품 제조업,"19,320,695","9,660,347,500",500,원(KRW),055-340-2000,경상남도 김해시  진영읍 서부로179번길 90 (주)유니크 
